sold_both_auction_private_treaty_medianprice, sold_both_auction_private_treaty_averageprice, dateyear, propertycategorisation, for_sale_both_auction_private_treaty_averageprice, datemonth, sa42016code, sa42016name, for_sale_both_auction_private_treaty_medianprice
658750.0,761265.8,2019,"House",733261.3,12,401,"Adelaide - Central And Hills",599000.0
375000.0,394115.2,2019,"House",379219.4,12,402,"Adelaide - North",365000.0
475000.0,538014.8,2019,"House",521170.3,12,403,"Adelaide - South",449000.0
530000.0,569083.5,2019,"House",561175.9,12,404,"Adelaide - West",500000.0
300000.0,324239.8,2019,"House",286676.1,12,405,"Barossa - Yorke - Mid North",268000.0
295000.0,328969.4,2019,"House",285893.6,12,406,"South Australia - Outback",250000.0
320000.0,357032.4,2019,"House",348164.6,12,407,"South Australia - South East",310000.0
465000.0,523196.0,2019,"House",535963.8,12,601,"Hobart",475000.0
330000.0,358605.2,2019,"House",386356.0,12,602,"Launceston And North East",349000.0
360000.0,401425.8,2019,"House",458037.4,12,603,"South East",395000.0
279000.0,304427.8,2019,"House",333037.4,12,604,"West And North West",295000.0
401050.0,455298.7,2019,"House",462518.3,12,201,"Ballarat",401972.5
400000.0,455679.8,2019,"House",457457.0,12,202,"Bendigo",395000.0
574500.0,662180.8,2019,"House",652225.8,12,203,"Geelong",549429.0
367500.0,400134.8,2019,"House",437892.1,12,204,"Hume",398464.0
365000.0,397615.7,2019,"House",427787.8,12,205,"Latrobe - Gippsland",390000.0
1230000.0,1475448.0,2019,"House",1663496.0,12,206,"Melbourne - Inner",1200000.0
1359000.0,1627276.0,2019,"House",1728107.0,12,207,"Melbourne - Inner East",1350000.0
1250000.0,1450527.0,2019,"House",1485848.0,12,208,"Melbourne - Inner South",1195000.0
699950.0,781354.8,2019,"House",685384.8,12,209,"Melbourne - North East",590000.0
620000.0,693734.1,2019,"House",792107.6,12,210,"Melbourne - North West",550000.0
745000.0,817460.6,2019,"House",806999.5,12,211,"Melbourne - Outer East",700000.0
640000.0,756278.9,2019,"House",646730.3,12,212,"Melbourne - South East",570000.0
595000.0,656205.3,2019,"House",580386.9,12,213,"Melbourne - West",540000.0
690000.0,862545.1,2019,"House",890357.7,12,214,"Mornington Peninsula",679000.0
275000.0,301070.9,2019,"House",275035.9,12,215,"North West",249000.0
320000.0,349234.1,2019,"House",361366.1,12,216,"Shepparton",335000.0
345000.0,395781.5,2019,"House",427551.1,12,217,"Warrnambool And South West",350000.0
390000.0,457419.8,2019,"House",465934.8,12,501,"Bunbury",399000.0
375000.0,433002.0,2019,"House",426454.1,12,502,"Mandurah",365000.0
880000.0,1087359.0,2019,"House",1179673.0,12,503,"Perth - Inner",899000.0
435000.0,468780.3,2019,"House",466932.5,12,504,"Perth - North East",419900.0
520000.0,578225.1,2019,"House",570121.3,12,505,"Perth - North West",479000.0
455000.0,524855.0,2019,"House",506062.9,12,506,"Perth - South East",429508.0
489500.0,590990.9,2019,"House",558393.8,12,507,"Perth - South West",444844.0
350000.0,381129.5,2019,"House",389453.2,12,510,"Western Australia - Outback (North)",345000.0
315000.0,342782.1,2019,"House",356072.7,12,511,"Western Australia - Outback (South)",315000.0
355000.0,383862.2,2019,"House",374705.2,12,509,"Western Australia - Wheat Belt",339000.0
