sold_both_auction_private_treaty_medianprice, sold_both_auction_private_treaty_averageprice, dateyear, propertycategorisation, for_sale_both_auction_private_treaty_averageprice, datemonth, sa42016code, sa42016name, for_sale_both_auction_private_treaty_medianprice
315500.0,353745.0,2018,"House",352236.3,12,109,"Murray",329000.0
325000.0,353887.4,2018,"House",353464.3,12,110,"New England And North West",319000.0
600000.0,672968.8,2018,"House",672714.9,12,111,"Newcastle And Lake Macquarie",590000.0
565000.0,663788.8,2018,"House",762557.6,12,112,"Richmond - Tweed",575000.0
339000.0,364854.2,2018,"House",362285.7,12,113,"Riverina",335000.0
625000.0,756212.6,2018,"House",769919.7,12,114,"Southern Highlands And Shoalhaven",635000.0
1200000.0,1301882.0,2018,"House",1204801.0,12,115,"Sydney - Baulkham Hills And Hawkesbury",1041000.0
735000.0,779335.3,2018,"House",774387.2,12,116,"Sydney - Blacktown",750000.0
1410000.0,1545468.0,2018,"House",1669380.0,12,117,"Sydney - City And Inner South",1450000.0
2510000.0,3286721.0,2018,"House",3812416.0,12,118,"Sydney - Eastern Suburbs",2450000.0
1040000.0,1155204.0,2018,"House",1157867.0,12,119,"Sydney - Inner South West",1000000.0
1655000.0,1845928.0,2018,"House",1868849.0,12,120,"Sydney - Inner West",1650000.0
1980000.0,2423878.0,2018,"House",2309610.0,12,121,"Sydney - North Sydney And Hornsby",1800000.0
1730000.0,2096138.0,2018,"House",2176523.0,12,122,"Sydney - Northern Beaches",1675000.0
655000.0,707293.1,2018,"House",716895.9,12,123,"Sydney - Outer South West",659000.0
670000.0,717879.3,2018,"House",726968.4,12,124,"Sydney - Outer West And Blue Mountains",670000.0
900000.0,993520.8,2018,"House",979749.1,12,125,"Sydney - Parramatta",888500.0
1580000.0,1772801.0,2018,"House",1776954.0,12,126,"Sydney - Ryde",1500000.0
765000.0,851831.3,2018,"House",985276.8,12,127,"Sydney - South West",739900.0
1160000.0,1327015.0,2018,"House",1317212.0,12,128,"Sydney - Sutherland",1149000.0
500000.0,537938.9,2018,"House",591271.1,12,701,"Darwin",549000.0
442000.0,463126.2,2018,"House",448789.4,12,702,"Northern Territory - Outback",425000.0
570000.0,651467.9,2018,"House",593741.3,12,301,"Brisbane - East",545000.0
580000.0,624519.4,2018,"House",614376.8,12,302,"Brisbane - North",579000.0
685000.0,753237.6,2018,"House",709643.5,12,303,"Brisbane - South",649000.0
705000.0,826903.5,2018,"House",885707.9,12,304,"Brisbane - West",699000.0
935000.0,1117044.0,2018,"House",1137570.0,12,305,"Brisbane Inner City",900000.0
395000.0,433169.2,2018,"House",461656.3,12,306,"Cairns",396049.0
304000.0,333558.2,2018,"House",352105.3,12,308,"Central Queensland",315000.0
267000.0,297429.5,2018,"House",307868.8,12,307,"Darling Downs - Maranoa",269000.0
625000.0,762447.0,2018,"House",820616.9,12,309,"Gold Coast",600000.0
400000.0,440121.7,2018,"House",419440.7,12,310,"Ipswich",399000.0
435000.0,490668.6,2018,"House",471538.6,12,311,"Logan - Beaudesert",425000.0
350000.0,379411.5,2018,"House",497641.8,12,312,"MacKay - Isaac - Whitsunday",368500.0
435000.0,492344.8,2018,"House",488404.3,12,313,"Moreton Bay - North",440000.0
500000.0,556049.2,2018,"House",546876.7,12,314,"Moreton Bay - South",499000.0
270000.0,305265.0,2018,"House",290843.2,12,315,"Queensland - Outback",250000.0
615000.0,733662.7,2018,"House",748449.2,12,316,"Sunshine Coast",585000.0
380000.0,427149.5,2018,"House",424874.0,12,317,"Toowoomba",389000.0
321750.0,349545.3,2018,"House",350133.1,12,318,"Townsville",325000.0
310000.0,332144.5,2018,"House",342149.0,12,319,"Wide Bay",315000.0
655000.0,766960.1,2018,"House",721838.4,12,401,"Adelaide - Central And Hills",595000.0
367000.0,384127.2,2018,"House",371535.3,12,402,"Adelaide - North",354000.0
463000.0,536310.4,2018,"House",501881.9,12,403,"Adelaide - South",439000.0
530000.0,572721.1,2018,"House",549732.3,12,404,"Adelaide - West",499000.0
290000.0,315820.5,2018,"House",285126.6,12,405,"Barossa - Yorke - Mid North",265000.0
